Year,count
1886.0,3
1887.0,1
1905.0,1
1906.0,1
1910.0,2
1911.0,1
1912.0,1
1913.0,1
1937.0,1
1945.0,1
1956.0,1
1957.0,1
1973.0,1
1974.0,1
1975.0,2
1979.0,1
1981.0,1
1984.0,1
1986.0,1
1987.0,1
1989.0,1
1990.0,2
1991.0,3
1992.0,4
1994.0,1
1996.0,1
1998.0,1
1999.0,7
2000.0,2
2001.0,1
2002.0,1
2003.0,1
2004.0,1
2005.0,2
2006.0,1
2007.0,1
2008.0,1
2011.0,2
2012.0,1
2013.0,1
2014.0,2
2015.0,1
2016.0,1
2017.0,1
2018.0,2
2020.0,5
2021.0,8
2022.0,4
2023.0,1
2024.0,1
2025.0,1
