author,expression,title,edition,placeOfPublication,yearOfPublication,langCode
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb35087521r#Expression,Fantine,"Paris : Hachette , 1990",Paris,1990,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb35499435j#Expression,Gavroche,"Paris : Hachette jeunesse , 1992",Paris,1992,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb485339933#Expression,Bug-Jargal : une épopée passionnante de liberté et d'amitié dans les Caraïbes du XVIIIe siècle,"Forbach : BoD-Books on demand , 2025",Forbach,2025,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42953819p#Expression,The Children of the poor.. Poem by Victor Hugo.... Translation by Algernon Charles Swinburne. Music by David Diamond. [Mélodie chant et piano],"New York : Leeds music corporation , [1950]",New York,1950,http://id.loc.gov/vocabulary/iso639-2/eng
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47573737r#Expression,Les misérables,"Lyon : Lelivrescolaire.fr , DL 2024",Lyon,2024,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb35803221p#Expression,Les misérables,"Vanves : Hachette , 1995",Vanves,1995,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb34346451q#Expression,Poésies,"[Paris] : Flammarion , 1996-",[Paris],1996,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38930145w#Expression,Cent poèmes de Victor Hugo : le siècle avait deux ans,"[Paris] : Omnibus , 2001",[Paris],2001,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb451954324#Expression,Notre-Dame de Paris vue par Victor Hugo,"[Paris] : Nouvelles éditions Scala , DL 2016",[Paris],2016,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43794640t#Expression,Chanson pour faire danser en rond les petits enfants et autres poèmes,"[Paris] : Gallimard jeunesse , DL 2013",[Paris],2013,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43794937r#Expression,L'homme qui rit,"[Paris] : Gallimard jeunesse , DL 2013",[Paris],2013,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb34299665j#Expression,Ruy Blas : 1838,"[Paris] : Hachette , 1976",[Paris],1976,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42676061w#Expression,Hernani,"Paris : Flammarion , DL 2012",Paris,2012,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38895835s#Expression,Notre-Dame de Paris,"Paris : Hachette , 2002",Paris,2002,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb39359710k#Expression,Napoléon le Petit. Nouvelle édition,"[Paris?] : [M. Lévy?] , 1879",[Paris?],1879,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb34572378g#Expression,La Légende des siècles,"Paris : Garnier frères , 1974",Paris,1974,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb466327084#Expression,"Les destinées : quatre mélodies pour mezzo-soprano, piano, violon et violoncelle","Les Auxons : Colette Mourey , 2018",Les Auxons,2018,http://id.loc.gov/vocabulary/iso639-2/zxx
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb30966528c#Expression,Une chansonnette des rues et des bois,"Chaillot : [impr. de Alcan-Lévy] , 1865",Chaillot,1865,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb41027382q#Expression,Ruy Blas,"Paris : EPM ; [France] : distrib. Socadisc , [DL 2007]",Paris. - [France],2007,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37392025j#Expression,Cromwell,"Paris : Flammarion , 1990",Paris,1990,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb423424371#Expression,Aphorismes,"Strasbourg : Ivres de livres , DL 2010",Strasbourg,2010,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44335307m#Expression,Claude Gueux,"[Paris] : Gallimard , DL 2015",[Paris],2015,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb40995999g#Expression,Claude Gueux,"[Paris] : Flammarion , impr. 2007",[Paris],2007,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb448667737#Expression,Chanson de pirates [à 1 ou 2 voix et piano]. Poésie de Victor Hugo...,"[S.l.] : [s.n.] , [s.d.]",[S.l.],[s.d.],
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb379708801#Expression,MUSIQUE DE SCENE POUR LE T.N.P.,"S.l. : s.n. , 1955 (DL)",S.l.,1955,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb448668787#Expression,"Mélodies pour chant avec accompagnement de piano. Paroles françaises de Victor Hugo, Gustave Lazye et de Mme Camille Chevillard Vol. I","Leipzig : C. F. Kahnt , [s.d.]",Leipzig,[s.d.],
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44866880s#Expression,"Mélodies pour chant avec accompagnement de piano. Paroles françaises de Victor Hugo, Gustave Lazye et de Mme Camille Chevillard Vol. III","Leipzig : C. F. Kahnt , [s.d.]",Leipzig,[s.d.],
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44866879k#Expression,"Mélodies pour chant avec accompagnement de piano. Paroles françaises de Victor Hugo, Gustave Lazye et de Mme Camille Chevillard Vol. II","Leipzig : C. F. Kahnt , [s.d.]",Leipzig,[s.d.],
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44866892s#Expression,Symphonische Dichtungen für grosses Orchester N° 1,"Leipzig : Breitkopf & Härtel , 1856",Leipzig,1856,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38933963r#Expression,Ruy Blas,"Paris : Hachette éducation , 2002",Paris,2002,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb34943416h#Expression,"Drámy : Hernani, Ruy Blas, Králʹ sa zabáva, Mária Tudorová","Bratislava : Tatran , 1985",Bratislava,1985,http://id.loc.gov/vocabulary/iso639-2/slo
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb35845281v#Expression,Ruy Blas,"Paris : Flammarion , 1996",Paris,1996,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb428720571#Expression,"Hymne. Ceux qui pieusement sont morts pour la Patrie ont droit qu'à leur cercueil la foule vienne et prie. Poésie de Victor Hugo. Musique de L. A. Bourgault-Ducoudray. Transcription pour harmonie et fanfare avec et sans saxophones, avec solo et choeur pour voix de femmes ou d'hommes, ad libitum, par L. Barral","Paris : Evette et Schaeffer, éditeurs , [s.d.]",Paris,[s.d.],
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44895006j#Expression,Les Misérables. Victor Hugo. Chanson de Fantine. [Mezzo-soprano ou contralto et piano],"Paris : M. Lion , [s.d.]",Paris,[s.d.],
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42950326v#Expression,Chanson (pour violon) musique de Desjoyeaux,"Paris : L. Grus , [1895]",Paris,1895,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb429253791#Expression,Deux Cantilènes pour voix de ténor. Paroles de Victor Hugo,"Paris : Henry Lemoine , [1878]",Paris,1878,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb448950056#Expression,"Les Misérables, de Victor Hugo... Chanson de Fantine [à 1 voix et piano]","Paris : E. Biardot , [1903]",Paris,1903,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43175671w#Expression,"A une Femme ! Poésie de Victor Hugo, musique de Emile Nerini","Paris : U.-T. Du Wast , [1905]",Paris,1905,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb428587121#Expression,"S'il est un..., nouvelle chanson sur un vieil air. Poésie de Victor Hugo. Chant et piano","Paris : A. Blondeau , 1938",Paris,1938,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42858710b#Expression,"O ma charmante, autre chanson. Poésie de Victor Hugo. Chant et piano","Paris : A. Blondeau , 1938",Paris,1938,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43175826m#Expression,"Tous deux ! Mélodie, poésie de Victor Hugo, musique de Emile Nerini. Op. 30. N° 2","Paris : E. Gallet , [1906]",Paris,1906,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb432880731#Expression,"Chanson (Contemplations.). Paroles de Victor Hugo, musique de Georges Street","Paris : Durand et Schoenewerk , [1875]",Paris,1875,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42950374q#Expression,"Bouquet de mélodies, poésies de Victor Hugo, François Coppée, Claude Couturier, etc, musique de Adolphe Deslandres,...","Paris : l'auteur , [1897]",Paris,1897,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb448667706#Expression,"Album 1868. Poésies de MMr Victor Hugo, Théodore de Banville, Pierre Dupont, Mme Blanchecotte, Félix Arvers, Antoine Clesse, Ernest d'Hervilly","Paris : Heugel , 1868",Paris,1868,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44894994w#Expression,Le Pas d'armes du roi Jean. Chœur à 4 voix d'hommes,"Paris : [s.n.] , [1887]",Paris,1887,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb432725801#Expression,"La Grand'Mère, comédie lyrique en deux actes, d'après Victor Hugo. Adaptation de Paul Milliet. Musique de Charles Silver. Partition complète pour piano et chant","Paris : éditions Max Eschig , 1930",Paris,1930,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb431756727#Expression,"A une jeune Mariée ! Poésie de Victor Hugo, musique de Emile Nerini. Op. 12 N° 4","Paris : U.-T. Du Wast , [1904]",Paris,1904,
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb437517667#Expression,Les misérables,"Tampere : Atramenta , 2013",Tampere,2013,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38635335t#Expression,Les chefs-d'oeuvre des grands écrivains,"[Paris] : Bibliopolis ; [Paris : Maxi-Livres] , cop. 2002",[Paris]. - [Paris,2002,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb35087388g#Expression,Napoléon le Petit,"Londres : Jeffs ; Bruxelles : A Mertens , 1852",Londres. - Bruxelles,1852,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb35536585k#Expression,"23e anniversaire de la révolution polonaise, (29 novembre 1853) à Jersey","Saint-Helier : Imprimerie universelle , [1853]",Saint-Helier,1853,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb343011797#Expression,Quatre-vingt-treize,"Paris ; Barcelone ; Lausanne : Dargaud , 1983",Paris. - Barcelone. - Lausanne,1983,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb410274642#Expression,Poèmes,"Paris : EPM ; [France] : distrib. Socadisc , [DL 2007]",Paris. - [France],2007,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb421910272#Expression,Jersey et Guernesey : récit,"Paris : Magellan & Cie ; [Paris] : ""Géo"" , DL 2010",Paris. - [Paris],2010,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb412185474#Expression,La révolution de Victor Hugo,"[Paris] : Ministère de l'éducation nationale [prod.] ; [Montrouge] : CNDP [prod., distrib.] , cop. 1988",[Paris]. - [Montrouge],1988,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb429500966#Expression,"Dansez toutes en rond. Mélodie. Poésie de Victor Hugo..., op. 61","Paris [et al] : Lemoine & Fils , [1893]",Paris [et al],1893,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb450640518#Expression,Lucrèce Borgia,"[Paris] : Magnard , DL 2016",[Paris],2016,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42772445z#Expression,[Recueil. Dossiers biographiques Boutillier du Retail. Documentation sur Victor Hugo],"Paris : Au bureau central [de la Galerie des contemporains illustres] : Le Correspondant : Revue bleue : etc. , 1840-1945",Paris,1840/1945,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37392010h#Expression,Les misérables,"Paris : Flammarion , 1991-1992",Paris,1991/1992,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb373920099#Expression,La légende des siècles,"Paris : Flammarion , 1990-1991",Paris,1990/1991,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44895009k#Expression,"Si mes vers avaient des ailes. Chanson, Poésie de Victor Hugo... [1 voix et piano]","Paris : E. Biardot , [s.d.]",Paris,[s.d.],http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb39376670v#Expression,Oeuvres complètes de Victor Hugo. Poésie. IV. Les feuilles d'automne,"Paris : E. Renduel , 1838",Paris,1838,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb373920188#Expression,La fin de Satan,"Paris : Gallimard , 1991",Paris,1991,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37392014w#Expression,L'âne,"Paris : Flammarion , 1966",Paris,1966,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb38896434k#Expression,Les misérables,"Paris : Nathan , 2002",Paris,2002,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37392020t#Expression,"Hernani : drame, 1830","Paris : Librairie générale française , 1992",Paris,1992,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb429504682#Expression,S'il est un charmant gazon. Mélodie... avec accomp.t de violon ou violoncelle et piano. Poésie de Victor Hugo,"Paris : Edouard Moiriat , [1883]",Paris,1883,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43097293t#Expression,Voeu : choeur ou duo pour jeunes filles,"Paris : Loret fils, Éditeur , [1894]",Paris,1894,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42950331f#Expression,Chanson. Poésie de Victor Hugo,"Paris : Léon grus , [1894]",Paris,1894,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb34346598n#Expression,L'oeuvre romanesque de Victor Hugo,"Paris : France loisirs , 1996-",Paris,1996,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb373920126#Expression,Notre-Dame de Paris : 1482,"Paris : Flammarion , 1967",Paris,1967,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb46023301m#Expression,Marion de Lorme : drame en 5 actes,"Paris : N. Tresse , 1852",Paris,1852,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb460233008#Expression,Marie Tudor : drame en 3 journées,"Paris : N. Tresse , 1852",Paris,1852,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb393596736#Expression,"Histoire d'un crime. Troisième, quatrième et cinquième journées","Paris : Calmann Lévy , 1878",Paris,1878,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb393705092#Expression,Discours d'ouverture du congrès littéraire international : le domaine public payant,"Paris : Calmann Lévy éditeur , 1878",Paris,1878,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb47573033f#Expression,"Le discours pour Voltaire : centenaire de Voltaire, 30 mai 1878","Paris : Calmann Levy, éditeur , 1878",Paris,1878,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37041953g#Expression,Hernani : drame,"Paris : Larousse-Bordas , 1999",Paris,1999,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb370423939#Expression,Ruy Blas : drame,"Paris : Larousse-Bordas , 1999",Paris,1999,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb421317372#Expression,Lettres d'amants : collection Anne-Marie Springer,"Paris : Textuel , impr. 2009",Paris,2009,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb45615097t#Expression,L'été : choeur à trois voix égales,"Paris : Ad. Papin : Lebeau aîné , [1864]",Paris,1864,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb39360470n#Expression,Le Rhin. Lettres à un ami,"Paris : Duriez , 1845",Paris,1845,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42954202j#Expression,Puisqu'ici bas.. Paroles de Victor Hugo,"Paris : Léon Grus , [1886]",Paris,1886,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb429503961#Expression,Extase. Poésie de Victor Hugo,"Paris : Lemoine et fils , [1886]",Paris,1886,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43049375m#Expression,Souvenir !,"Paris : E. Chatot , [1875]",Paris,1875,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb42314728r#Expression,Éloge de Paris,"Paris : Magellan & Cie , DL 2010",Paris,2010,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb429541028#Expression,Aubade. Poésie de Victor Hugo,"Paris : Léon Grus , [1866]",Paris,1866,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb46570256s#Expression,"La chanson du spectre : op. 17, n° 1, parties de choeur","Paris : Enoch & Cie , [1898]",Paris,1898,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb45638922j#Expression,Aubade : choeur à 4 voix d'hommes,"Paris : l'Orphéon , [1887]",Paris,1887,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb45697778m#Expression,Le pas d'armes du roi Jean : choeur à quatre voix d'hommes,"Paris : l'Orphéon , [1887]",Paris,1887,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37392011v#Expression,"Choses vues : souvenirs, journaux, cahiers, 1830-1846","Paris : Gallimard , 1990",Paris,1990,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37392017x#Expression,Les chants du crépuscule,"Paris : Gallimard , 1990",Paris,1990,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43517461z#Expression,Victor Hugo : l'irréductible,"Paris : ""Le Monde"" , impr. 2012",Paris,2012,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb34684664g#Expression,Han d'Islande,"[Paris] : Gallimard , 1980",[Paris],1980,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb429504562#Expression,Puisque Mai tout en fleurs. Mélodie.... Poésie de Victor Hugo,"Paris : Édouard Moiriat , [1882]",Paris,1882,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43252219q#Expression,"Suzette et Suzon : N° 2, Mezzo-soprano ou baryton en ré","Paris : Durand et Schoenewerk , [1889]",Paris,1889,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb39359669z#Expression,"Histoire d'un crime déposition d'un témoin 76e et 102e édit. 1ere, et 2e journée","Paris : C. Lévy , 1877",Paris,1877,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb43158580w#Expression,Souhaits : [chant et piano],"Paris : A. Quinzard & Cie, Éditeurs , [1893]",Paris,1893,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb381848819#Expression,Ballades,"Grenoble : La Voix de son livre ; Grenoble : distrib. La Voix de son livre , 1990 (DL)",Grenoble. - Grenoble,1990,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37392016k#Expression,Quatrevingt-treize,"Paris : Garnier , 1985",Paris,1985,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb37969709b#Expression,L'enfant grec,"France : Pathé , [ca 1927]",France,1927,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb40928747z#Expression,Pamphlets pour la sauvegarde du patrimoine : guerre aux démolisseurs !,"Apt : l'Archange minotaure , cop. 2006",Apt,2006,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb36142916j#Expression,Les Feuilles d'automne,"Genève : Édito service ; Évreux : [diffusion] Guilde du disque , [1979]",Genève. - Évreux,1979,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb46882207s#Expression,Bug-Jargal,"[Paris] : Magnard , DL 2021",[Paris],2021,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44455252r#Expression,Clair de lune : pour soprano et vibraphonee,"Les Hermites : La Sinfonie d'Orphée , 2013",Les Hermites,2013,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb36142917w#Expression,Les Contemplations,"Genève : Édito service ; Évreux : [diffusion] Guilde du disque , [1979]",Genève. - Évreux,1979,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb44286506x#Expression,L'été : choeur (SATB) et orchestre,"Lyon : Symétrie , 2015",Lyon,2015,http://id.loc.gov/vocabulary/iso639-2/fre
http://data.bnf.fr/ark:/12148/cb11907966z#about,http://data.bnf.fr/ark:/12148/cb45637391g#Expression,"Printemps : 14 poésies célébrant le printemps, pour choeur d'enfants à une ou deux voix, avec accompagnement de harpe (ou piano)","Lyon : Éditions À coeur joie , 2018",Lyon,2018,http://id.loc.gov/vocabulary/iso639-2/fre
